Demand,Hour,Day of week,Specific hour
127.0,2229,Tuesday,21
86.0,2230,Tuesday,22
42.0,2231,Tuesday,23
105.0,2232,Wednesday,0
81.0,2233,Wednesday,1
54.0,2234,Wednesday,2
21.0,2235,Wednesday,3
11.0,2236,Wednesday,4
30.0,2237,Wednesday,5
67.0,2238,Wednesday,6
98.0,2239,Wednesday,7
62.0,2240,Wednesday,8
105.0,2241,Wednesday,9
143.0,2242,Wednesday,10
158.0,2243,Wednesday,11
142.0,2244,Wednesday,12
104.0,2245,Wednesday,13
69.0,2246,Wednesday,14
42.0,2247,Wednesday,15
235.0,2248,Wednesday,16
263.0,2249,Wednesday,17
273.0,2250,Wednesday,18
263.0,2251,Wednesday,19
234.0,2252,Wednesday,20
194.0,2253,Wednesday,21
148.0,2254,Wednesday,22
83.0,2255,Wednesday,23
84.0,2256,Thursday,0
64.0,2257,Thursday,1
26.0,2258,Thursday,2
11.0,2259,Thursday,3
35.0,2260,Thursday,4
72.0,2261,Thursday,5
15.0,2262,Thursday,6
38.0,2263,Thursday,7
81.0,2264,Thursday,8
143.0,2265,Thursday,9
208.0,2266,Thursday,10
252.0,2267,Thursday,11
252.0,2268,Thursday,12
209.0,2269,Thursday,13
158.0,2270,Thursday,14
113.0,2271,Thursday,15
302.0,2272,Thursday,16
316.0,2273,Thursday,17
302.0,2274,Thursday,18
265.0,2275,Thursday,19
213.0,2276,Thursday,20
158.0,2277,Thursday,21
107.0,2278,Thursday,22
53.0,2279,Thursday,23
63.0,2280,Friday,0
49.0,2281,Friday,1
22.0,2282,Friday,2
11.0,2283,Friday,3
28.0,2284,Friday,4
55.0,2285,Friday,5
16.0,2286,Friday,6
40.0,2287,Friday,7
83.0,2288,Friday,8
140.0,2289,Friday,9
190.0,2290,Friday,10
210.0,2291,Friday,11
189.0,2292,Friday,12
140.0,2293,Friday,13
91.0,2294,Friday,14
56.0,2295,Friday,15
357.0,2296,Friday,16
340.0,2297,Friday,17
294.0,2298,Friday,18
231.0,2299,Friday,19
164.0,2300,Friday,20
105.0,2301,Friday,21
61.0,2302,Friday,22
26.0,2303,Friday,23
63.0,2304,Saturday,0
49.0,2305,Saturday,1
21.0,2306,Saturday,2
11.0,2307,Saturday,3
28.0,2308,Saturday,4
55.0,2309,Saturday,5
196.0,2310,Saturday,6
252.0,2311,Saturday,7
195.0,2312,Saturday,8
91.0,2313,Saturday,9
25.0,2314,Saturday,10
4.0,2315,Saturday,11
0.0,2316,Saturday,12
-0.0,2317,Saturday,13
0.0,2318,Saturday,14
-0.0,2319,Saturday,15
89.0,2320,Saturday,16
41.0,2321,Saturday,17
16.0,2322,Saturday,18
5.0,2323,Saturday,19
1.0,2324,Saturday,20
1.0,2325,Saturday,21
0.0,2326,Saturday,22
1.0,2327,Saturday,23
73.0,2328,Sunday,0
56.0,2329,Sunday,1
24.0,2330,Sunday,2
12.0,2331,Sunday,3
32.0,2332,Sunday,4
63.0,2333,Sunday,5
12.0,2334,Sunday,6
31.0,2335,Sunday,7
68.0,2336,Sunday,8
125.0,2337,Sunday,9
193.0,2338,Sunday,10
250.0,2339,Sunday,11
274.0,2340,Sunday,12
250.0,2341,Sunday,13
212.0,2342,Sunday,14
175.0,2343,Sunday,15
316.0,2344,Sunday,16
374.0,2345,Sunday,17
417.0,2346,Sunday,18
430.0,2347,Sunday,19
416.0,2348,Sunday,20
375.0,2349,Sunday,21
316.0,2350,Sunday,22
198.0,2351,Sunday,23
100.0,2352,Monday,0
77.0,2353,Monday,1
52.0,2354,Monday,2
20.0,2355,Monday,3
10.0,2356,Monday,4
29.0,2357,Monday,5
64.0,2358,Monday,6
93.0,2359,Monday,7
50.0,2360,Monday,8
92.0,2361,Monday,9
142.0,2362,Monday,10
184.0,2363,Monday,11
201.0,2364,Monday,12
183.0,2365,Monday,13
157.0,2366,Monday,14
129.0,2367,Monday,15
241.0,2368,Monday,16
270.0,2369,Monday,17
281.0,2370,Monday,18
270.0,2371,Monday,19
241.0,2372,Monday,20
199.0,2373,Monday,21
151.0,2374,Monday,22
85.0,2375,Monday,23
105.0,2376,Tuesday,0
81.0,2377,Tuesday,1
54.0,2378,Tuesday,2
21.0,2379,Tuesday,3
10.0,2380,Tuesday,4
30.0,2381,Tuesday,5
68.0,2382,Tuesday,6
98.0,2383,Tuesday,7
44.0,2384,Tuesday,8
82.0,2385,Tuesday,9
127.0,2386,Tuesday,10
165.0,2387,Tuesday,11
180.0,2388,Tuesday,12
165.0,2389,Tuesday,13
140.0,2390,Tuesday,14
115.0,2391,Tuesday,15
230.0,2392,Tuesday,16
240.0,2393,Tuesday,17
230.0,2394,Tuesday,18
203.0,2395,Tuesday,19
163.0,2396,Tuesday,20
120.0,2397,Tuesday,21
82.0,2398,Tuesday,22
41.0,2399,Tuesday,23
100.0,2400,Wednesday,0
77.0,2401,Wednesday,1
52.0,2402,Wednesday,2
20.0,2403,Wednesday,3
11.0,2404,Wednesday,4
29.0,2405,Wednesday,5
64.0,2406,Wednesday,6
93.0,2407,Wednesday,7
60.0,2408,Wednesday,8
100.0,2409,Wednesday,9
135.0,2410,Wednesday,10
150.0,2411,Wednesday,11
135.0,2412,Wednesday,12
99.0,2413,Wednesday,13
65.0,2414,Wednesday,14
40.0,2415,Wednesday,15
222.0,2416,Wednesday,16
250.0,2417,Wednesday,17
261.0,2418,Wednesday,18
250.0,2419,Wednesday,19
223.0,2420,Wednesday,20
184.0,2421,Wednesday,21
140.0,2422,Wednesday,22
79.0,2423,Wednesday,23
80.0,2424,Thursday,0
61.0,2425,Thursday,1
25.0,2426,Thursday,2
10.0,2427,Thursday,3
33.0,2428,Thursday,4
69.0,2429,Thursday,5
14.0,2430,Thursday,6
37.0,2431,Thursday,7
77.0,2432,Thursday,8
136.0,2433,Thursday,9
199.0,2434,Thursday,10
240.0,2435,Thursday,11
240.0,2436,Thursday,12
199.0,2437,Thursday,13
149.0,2438,Thursday,14
108.0,2439,Thursday,15
287.0,2440,Thursday,16
300.0,2441,Thursday,17
287.0,2442,Thursday,18
253.0,2443,Thursday,19
204.0,2444,Thursday,20
150.0,2445,Thursday,21
102.0,2446,Thursday,22
51.0,2447,Thursday,23
60.0,2448,Friday,0
46.0,2449,Friday,1
21.0,2450,Friday,2
10.0,2451,Friday,3
27.0,2452,Friday,4
52.0,2453,Friday,5
15.0,2454,Friday,6
38.0,2455,Friday,7
80.0,2456,Friday,8
132.0,2457,Friday,9
181.0,2458,Friday,10
200.0,2459,Friday,11
181.0,2460,Friday,12
133.0,2461,Friday,13
87.0,2462,Friday,14
54.0,2463,Friday,15
340.0,2464,Friday,16
324.0,2465,Friday,17
280.0,2466,Friday,18
219.0,2467,Friday,19
156.0,2468,Friday,20
100.0,2469,Friday,21
59.0,2470,Friday,22
25.0,2471,Friday,23
60.0,2472,Saturday,0
46.0,2473,Saturday,1
21.0,2474,Saturday,2
10.0,2475,Saturday,3
27.0,2476,Saturday,4
52.0,2477,Saturday,5
186.0,2478,Saturday,6
241.0,2479,Saturday,7
186.0,2480,Saturday,8
87.0,2481,Saturday,9
24.0,2482,Saturday,10
4.0,2483,Saturday,11
1.0,2484,Saturday,12
0.0,2485,Saturday,13
1.0,2486,Saturday,14
-0.0,2487,Saturday,15
85.0,2488,Saturday,16
39.0,2489,Saturday,17
15.0,2490,Saturday,18
5.0,2491,Saturday,19
1.0,2492,Saturday,20
0.0,2493,Saturday,21
0.0,2494,Saturday,22
0.0,2495,Saturday,23
70.0,2496,Sunday,0
53.0,2497,Sunday,1
23.0,2498,Sunday,2
10.0,2499,Sunday,3
30.0,2500,Sunday,4
61.0,2501,Sunday,5
12.0,2502,Sunday,6
29.0,2503,Sunday,7
64.0,2504,Sunday,8
119.0,2505,Sunday,9
184.0,2506,Sunday,10
238.0,2507,Sunday,11
261.0,2508,Sunday,12
238.0,2509,Sunday,13
203.0,2510,Sunday,14
167.0,2511,Sunday,15
300.0,2512,Sunday,16
357.0,2513,Sunday,17
396.0,2514,Sunday,18
410.0,2515,Sunday,19
397.0,2516,Sunday,20
357.0,2517,Sunday,21
301.0,2518,Sunday,22
188.0,2519,Sunday,23
100.0,2520,Monday,0
77.0,2521,Monday,1
52.0,2522,Monday,2
20.0,2523,Monday,3
10.0,2524,Monday,4
29.0,2525,Monday,5
64.0,2526,Monday,6
94.0,2527,Monday,7
50.0,2528,Monday,8
92.0,2529,Monday,9
142.0,2530,Monday,10
184.0,2531,Monday,11
201.0,2532,Monday,12
183.0,2533,Monday,13
156.0,2534,Monday,14
128.0,2535,Monday,15
240.0,2536,Monday,16
270.0,2537,Monday,17
280.0,2538,Monday,18
270.0,2539,Monday,19
241.0,2540,Monday,20
198.0,2541,Monday,21
151.0,2542,Monday,22
85.0,2543,Monday,23
105.0,2544,Tuesday,0
81.0,2545,Tuesday,1
54.0,2546,Tuesday,2
21.0,2547,Tuesday,3
10.0,2548,Tuesday,4
30.0,2549,Tuesday,5
66.0,2550,Tuesday,6
98.0,2551,Tuesday,7
45.0,2552,Tuesday,8
83.0,2553,Tuesday,9
128.0,2554,Tuesday,10
165.0,2555,Tuesday,11
181.0,2556,Tuesday,12
166.0,2557,Tuesday,13
140.0,2558,Tuesday,14
116.0,2559,Tuesday,15
230.0,2560,Tuesday,16
241.0,2561,Tuesday,17
230.0,2562,Tuesday,18
202.0,2563,Tuesday,19
163.0,2564,Tuesday,20
120.0,2565,Tuesday,21
81.0,2566,Tuesday,22
40.0,2567,Tuesday,23
100.0,2568,Wednesday,0
77.0,2569,Wednesday,1
52.0,2570,Wednesday,2
20.0,2571,Wednesday,3
10.0,2572,Wednesday,4
29.0,2573,Wednesday,5
64.0,2574,Wednesday,6
94.0,2575,Wednesday,7
59.0,2576,Wednesday,8
100.0,2577,Wednesday,9
135.0,2578,Wednesday,10
151.0,2579,Wednesday,11
136.0,2580,Wednesday,12
100.0,2581,Wednesday,13
65.0,2582,Wednesday,14
41.0,2583,Wednesday,15
223.0,2584,Wednesday,16
251.0,2585,Wednesday,17
260.0,2586,Wednesday,18
250.0,2587,Wednesday,19
223.0,2588,Wednesday,20
184.0,2589,Wednesday,21
140.0,2590,Wednesday,22
80.0,2591,Wednesday,23
80.0,2592,Thursday,0
61.0,2593,Thursday,1
25.0,2594,Thursday,2
10.0,2595,Thursday,3
33.0,2596,Thursday,4
69.0,2597,Thursday,5
14.0,2598,Thursday,6
36.0,2599,Thursday,7
77.0,2600,Thursday,8
137.0,2601,Thursday,9
199.0,2602,Thursday,10
240.0,2603,Thursday,11
240.0,2604,Thursday,12
199.0,2605,Thursday,13
150.0,2606,Thursday,14
108.0,2607,Thursday,15
288.0,2608,Thursday,16
300.0,2609,Thursday,17
288.0,2610,Thursday,18
253.0,2611,Thursday,19
204.0,2612,Thursday,20
151.0,2613,Thursday,21
102.0,2614,Thursday,22
50.0,2615,Thursday,23
60.0,2616,Friday,0
46.0,2617,Friday,1
21.0,2618,Friday,2
10.0,2619,Friday,3
27.0,2620,Friday,4
52.0,2621,Friday,5
15.0,2622,Friday,6
39.0,2623,Friday,7
79.0,2624,Friday,8
132.0,2625,Friday,9
181.0,2626,Friday,10
201.0,2627,Friday,11
181.0,2628,Friday,12
132.0,2629,Friday,13
88.0,2630,Friday,14
55.0,2631,Friday,15
341.0,2632,Friday,16
325.0,2633,Friday,17
280.0,2634,Friday,18
220.0,2635,Friday,19
156.0,2636,Friday,20
100.0,2637,Friday,21
59.0,2638,Friday,22
25.0,2639,Friday,23
60.0,2640,Saturday,0
47.0,2641,Saturday,1
21.0,2642,Saturday,2
10.0,2643,Saturday,3
26.0,2644,Saturday,4
52.0,2645,Saturday,5
187.0,2646,Saturday,6
240.0,2647,Saturday,7
187.0,2648,Saturday,8
87.0,2649,Saturday,9
24.0,2650,Saturday,10
4.0,2651,Saturday,11
0.0,2652,Saturday,12
-0.0,2653,Saturday,13
0.0,2654,Saturday,14
1.0,2655,Saturday,15
85.0,2656,Saturday,16
39.0,2657,Saturday,17
14.0,2658,Saturday,18
5.0,2659,Saturday,19
1.0,2660,Saturday,20
0.0,2661,Saturday,21
0.0,2662,Saturday,22
-0.0,2663,Saturday,23
70.0,2664,Sunday,0
54.0,2665,Sunday,1
22.0,2666,Sunday,2
11.0,2667,Sunday,3
30.0,2668,Sunday,4
60.0,2669,Sunday,5
11.0,2670,Sunday,6
30.0,2671,Sunday,7
66.0,2672,Sunday,8
119.0,2673,Sunday,9
184.0,2674,Sunday,10
239.0,2675,Sunday,11
261.0,2676,Sunday,12
239.0,2677,Sunday,13
202.0,2678,Sunday,14
167.0,2679,Sunday,15
300.0,2680,Sunday,16
357.0,2681,Sunday,17
397.0,2682,Sunday,18
410.0,2683,Sunday,19
397.0,2684,Sunday,20
358.0,2685,Sunday,21
301.0,2686,Sunday,22
189.0,2687,Sunday,23
85.0,2688,Monday,0
66.0,2689,Monday,1
45.0,2690,Monday,2
17.0,2691,Monday,3
9.0,2692,Monday,4
24.0,2693,Monday,5
55.0,2694,Monday,6
80.0,2695,Monday,7
42.0,2696,Monday,8
77.0,2697,Monday,9
121.0,2698,Monday,10
156.0,2699,Monday,11
171.0,2700,Monday,12
156.0,2701,Monday,13
133.0,2702,Monday,14
110.0,2703,Monday,15
204.0,2704,Monday,16
230.0,2705,Monday,17
239.0,2706,Monday,18
229.0,2707,Monday,19
204.0,2708,Monday,20
168.0,2709,Monday,21
128.0,2710,Monday,22
73.0,2711,Monday,23
89.0,2712,Tuesday,0
69.0,2713,Tuesday,1
47.0,2714,Tuesday,2
17.0,2715,Tuesday,3
9.0,2716,Tuesday,4
26.0,2717,Tuesday,5
57.0,2718,Tuesday,6
83.0,2719,Tuesday,7
38.0,2720,Tuesday,8
71.0,2721,Tuesday,9
108.0,2722,Tuesday,10
141.0,2723,Tuesday,11
153.0,2724,Tuesday,12
140.0,2725,Tuesday,13
119.0,2726,Tuesday,14
99.0,2727,Tuesday,15
195.0,2728,Tuesday,16
204.0,2729,Tuesday,17
196.0,2730,Tuesday,18
172.0,2731,Tuesday,19
138.0,2732,Tuesday,20
102.0,2733,Tuesday,21
70.0,2734,Tuesday,22
34.0,2735,Tuesday,23
85.0,2736,Wednesday,0
66.0,2737,Wednesday,1
44.0,2738,Wednesday,2
17.0,2739,Wednesday,3
9.0,2740,Wednesday,4
24.0,2741,Wednesday,5
54.0,2742,Wednesday,6
79.0,2743,Wednesday,7
50.0,2744,Wednesday,8
85.0,2745,Wednesday,9
115.0,2746,Wednesday,10
128.0,2747,Wednesday,11
115.0,2748,Wednesday,12
85.0,2749,Wednesday,13
55.0,2750,Wednesday,14
34.0,2751,Wednesday,15
189.0,2752,Wednesday,16
213.0,2753,Wednesday,17
221.0,2754,Wednesday,18
213.0,2755,Wednesday,19
190.0,2756,Wednesday,20
156.0,2757,Wednesday,21
119.0,2758,Wednesday,22
67.0,2759,Wednesday,23
68.0,2760,Thursday,0
52.0,2761,Thursday,1
21.0,2762,Thursday,2
9.0,2763,Thursday,3
28.0,2764,Thursday,4
58.0,2765,Thursday,5
12.0,2766,Thursday,6
31.0,2767,Thursday,7
66.0,2768,Thursday,8
116.0,2769,Thursday,9
169.0,2770,Thursday,10
205.0,2771,Thursday,11
205.0,2772,Thursday,12
170.0,2773,Thursday,13
128.0,2774,Thursday,14
93.0,2775,Thursday,15
244.0,2776,Thursday,16
255.0,2777,Thursday,17
245.0,2778,Thursday,18
215.0,2779,Thursday,19
173.0,2780,Thursday,20
128.0,2781,Thursday,21
87.0,2782,Thursday,22
43.0,2783,Thursday,23
51.0,2784,Friday,0
40.0,2785,Friday,1
17.0,2786,Friday,2
8.0,2787,Friday,3
22.0,2788,Friday,4
44.0,2789,Friday,5
13.0,2790,Friday,6
33.0,2791,Friday,7
68.0,2792,Friday,8
113.0,2793,Friday,9
154.0,2794,Friday,10
171.0,2795,Friday,11
154.0,2796,Friday,12
113.0,2797,Friday,13
74.0,2798,Friday,14
46.0,2799,Friday,15
289.0,2800,Friday,16
276.0,2801,Friday,17
238.0,2802,Friday,18
187.0,2803,Friday,19
133.0,2804,Friday,20
85.0,2805,Friday,21
50.0,2806,Friday,22
21.0,2807,Friday,23
51.0,2808,Saturday,0
39.0,2809,Saturday,1
18.0,2810,Saturday,2
9.0,2811,Saturday,3
23.0,2812,Saturday,4
44.0,2813,Saturday,5
158.0,2814,Saturday,6
205.0,2815,Saturday,7
158.0,2816,Saturday,8
74.0,2817,Saturday,9
21.0,2818,Saturday,10
3.0,2819,Saturday,11
0.0,2820,Saturday,12
0.0,2821,Saturday,13
-0.0,2822,Saturday,14
1.0,2823,Saturday,15
72.0,2824,Saturday,16
33.0,2825,Saturday,17
13.0,2826,Saturday,18
4.0,2827,Saturday,19
1.0,2828,Saturday,20
0.0,2829,Saturday,21
-0.0,2830,Saturday,22
-0.0,2831,Saturday,23
60.0,2832,Sunday,0
46.0,2833,Sunday,1
19.0,2834,Sunday,2
9.0,2835,Sunday,3
25.0,2836,Sunday,4
52.0,2837,Sunday,5
10.0,2838,Sunday,6
25.0,2839,Sunday,7
55.0,2840,Sunday,8
101.0,2841,Sunday,9
157.0,2842,Sunday,10
203.0,2843,Sunday,11
221.0,2844,Sunday,12
203.0,2845,Sunday,13
172.0,2846,Sunday,14
142.0,2847,Sunday,15
256.0,2848,Sunday,16
304.0,2849,Sunday,17
337.0,2850,Sunday,18
349.0,2851,Sunday,19
337.0,2852,Sunday,20
304.0,2853,Sunday,21
256.0,2854,Sunday,22
160.0,2855,Sunday,23
100.0,2856,Monday,0
77.0,2857,Monday,1
52.0,2858,Monday,2
20.0,2859,Monday,3
11.0,2860,Monday,4
29.0,2861,Monday,5
64.0,2862,Monday,6
93.0,2863,Monday,7
50.0,2864,Monday,8
92.0,2865,Monday,9
141.0,2866,Monday,10
184.0,2867,Monday,11
200.0,2868,Monday,12
184.0,2869,Monday,13
156.0,2870,Monday,14
128.0,2871,Monday,15
241.0,2872,Monday,16
270.0,2873,Monday,17
280.0,2874,Monday,18
270.0,2875,Monday,19
241.0,2876,Monday,20
198.0,2877,Monday,21
152.0,2878,Monday,22
86.0,2879,Monday,23
105.0,2880,Tuesday,0
81.0,2881,Tuesday,1
55.0,2882,Tuesday,2
21.0,2883,Tuesday,3
11.0,2884,Tuesday,4
31.0,2885,Tuesday,5
68.0,2886,Tuesday,6
98.0,2887,Tuesday,7
45.0,2888,Tuesday,8
83.0,2889,Tuesday,9
128.0,2890,Tuesday,10
166.0,2891,Tuesday,11
181.0,2892,Tuesday,12
166.0,2893,Tuesday,13
140.0,2894,Tuesday,14
116.0,2895,Tuesday,15
230.0,2896,Tuesday,16
241.0,2897,Tuesday,17
230.0,2898,Tuesday,18
202.0,2899,Tuesday,19
163.0,2900,Tuesday,20
120.0,2901,Tuesday,21
82.0,2902,Tuesday,22
40.0,2903,Tuesday,23
100.0,2904,Wednesday,0
77.0,2905,Wednesday,1
52.0,2906,Wednesday,2
20.0,2907,Wednesday,3
10.0,2908,Wednesday,4
29.0,2909,Wednesday,5
64.0,2910,Wednesday,6
93.0,2911,Wednesday,7
60.0,2912,Wednesday,8
99.0,2913,Wednesday,9
136.0,2914,Wednesday,10
150.0,2915,Wednesday,11
136.0,2916,Wednesday,12
100.0,2917,Wednesday,13
66.0,2918,Wednesday,14
40.0,2919,Wednesday,15
223.0,2920,Wednesday,16
251.0,2921,Wednesday,17
260.0,2922,Wednesday,18
251.0,2923,Wednesday,19
223.0,2924,Wednesday,20
184.0,2925,Wednesday,21
140.0,2926,Wednesday,22
79.0,2927,Wednesday,23
80.0,2928,Thursday,0
61.0,2929,Thursday,1
25.0,2930,Thursday,2
11.0,2931,Thursday,3
33.0,2932,Thursday,4
69.0,2933,Thursday,5
14.0,2934,Thursday,6
36.0,2935,Thursday,7
78.0,2936,Thursday,8
136.0,2937,Thursday,9
199.0,2938,Thursday,10
241.0,2939,Thursday,11
240.0,2940,Thursday,12
199.0,2941,Thursday,13
150.0,2942,Thursday,14
108.0,2943,Thursday,15
288.0,2944,Thursday,16
300.0,2945,Thursday,17
287.0,2946,Thursday,18
253.0,2947,Thursday,19
204.0,2948,Thursday,20
150.0,2949,Thursday,21
102.0,2950,Thursday,22
51.0,2951,Thursday,23
60.0,2952,Friday,0
47.0,2953,Friday,1
20.0,2954,Friday,2
10.0,2955,Friday,3
26.0,2956,Friday,4
52.0,2957,Friday,5
15.0,2958,Friday,6
38.0,2959,Friday,7
79.0,2960,Friday,8
133.0,2961,Friday,9
181.0,2962,Friday,10
200.0,2963,Friday,11
181.0,2964,Friday,12
133.0,2965,Friday,13
87.0,2966,Friday,14
54.0,2967,Friday,15
340.0,2968,Friday,16
324.0,2969,Friday,17
279.0,2970,Friday,18
219.0,2971,Friday,19
156.0,2972,Friday,20
101.0,2973,Friday,21
58.0,2974,Friday,22
25.0,2975,Friday,23
60.0,2976,Saturday,0
46.0,2977,Saturday,1
20.0,2978,Saturday,2
10.0,2979,Saturday,3
27.0,2980,Saturday,4
53.0,2981,Saturday,5
186.0,2982,Saturday,6
240.0,2983,Saturday,7
185.0,2984,Saturday,8
86.0,2985,Saturday,9
24.0,2986,Saturday,10
4.0,2987,Saturday,11
0.0,2988,Saturday,12
-0.0,2989,Saturday,13
0.0,2990,Saturday,14
1.0,2991,Saturday,15
84.0,2992,Saturday,16
39.0,2993,Saturday,17
15.0,2994,Saturday,18
5.0,2995,Saturday,19
2.0,2996,Saturday,20
1.0,2997,Saturday,21
0.0,2998,Saturday,22
-0.0,2999,Saturday,23
70.0,3000,Sunday,0
55.0,3001,Sunday,1
23.0,3002,Sunday,2
10.0,3003,Sunday,3
30.0,3004,Sunday,4
60.0,3005,Sunday,5
11.0,3006,Sunday,6
30.0,3007,Sunday,7
65.0,3008,Sunday,8
119.0,3009,Sunday,9
183.0,3010,Sunday,10
239.0,3011,Sunday,11
261.0,3012,Sunday,12
239.0,3013,Sunday,13
202.0,3014,Sunday,14
167.0,3015,Sunday,15
300.0,3016,Sunday,16
357.0,3017,Sunday,17
396.0,3018,Sunday,18
410.0,3019,Sunday,19
396.0,3020,Sunday,20
358.0,3021,Sunday,21
300.0,3022,Sunday,22
188.0,3023,Sunday,23
85.0,3024,Monday,0
66.0,3025,Monday,1
44.0,3026,Monday,2
17.0,3027,Monday,3
9.0,3028,Monday,4
25.0,3029,Monday,5
54.0,3030,Monday,6
80.0,3031,Monday,7
42.0,3032,Monday,8
78.0,3033,Monday,9
120.0,3034,Monday,10
156.0,3035,Monday,11
170.0,3036,Monday,12
156.0,3037,Monday,13
132.0,3038,Monday,14
109.0,3039,Monday,15
204.0,3040,Monday,16
229.0,3041,Monday,17
238.0,3042,Monday,18
230.0,3043,Monday,19
204.0,3044,Monday,20
169.0,3045,Monday,21
128.0,3046,Monday,22
73.0,3047,Monday,23
89.0,3048,Tuesday,0
69.0,3049,Tuesday,1
46.0,3050,Tuesday,2
18.0,3051,Tuesday,3
9.0,3052,Tuesday,4
26.0,3053,Tuesday,5
58.0,3054,Tuesday,6
83.0,3055,Tuesday,7
38.0,3056,Tuesday,8
71.0,3057,Tuesday,9
109.0,3058,Tuesday,10
141.0,3059,Tuesday,11
154.0,3060,Tuesday,12
141.0,3061,Tuesday,13
119.0,3062,Tuesday,14
98.0,3063,Tuesday,15
196.0,3064,Tuesday,16
204.0,3065,Tuesday,17
196.0,3066,Tuesday,18
172.0,3067,Tuesday,19
138.0,3068,Tuesday,20
102.0,3069,Tuesday,21
69.0,3070,Tuesday,22
35.0,3071,Tuesday,23
85.0,3072,Wednesday,0
66.0,3073,Wednesday,1
44.0,3074,Wednesday,2
18.0,3075,Wednesday,3
9.0,3076,Wednesday,4
25.0,3077,Wednesday,5
54.0,3078,Wednesday,6
79.0,3079,Wednesday,7
50.0,3080,Wednesday,8
85.0,3081,Wednesday,9
115.0,3082,Wednesday,10
127.0,3083,Wednesday,11
115.0,3084,Wednesday,12
84.0,3085,Wednesday,13
55.0,3086,Wednesday,14
34.0,3087,Wednesday,15
190.0,3088,Wednesday,16
213.0,3089,Wednesday,17
221.0,3090,Wednesday,18
213.0,3091,Wednesday,19
190.0,3092,Wednesday,20
157.0,3093,Wednesday,21
120.0,3094,Wednesday,22
68.0,3095,Wednesday,23
68.0,3096,Thursday,0
52.0,3097,Thursday,1
21.0,3098,Thursday,2
9.0,3099,Thursday,3
28.0,3100,Thursday,4
58.0,3101,Thursday,5
12.0,3102,Thursday,6
31.0,3103,Thursday,7
66.0,3104,Thursday,8
116.0,3105,Thursday,9
169.0,3106,Thursday,10
205.0,3107,Thursday,11
205.0,3108,Thursday,12
169.0,3109,Thursday,13
128.0,3110,Thursday,14
92.0,3111,Thursday,15
244.0,3112,Thursday,16
255.0,3113,Thursday,17
245.0,3114,Thursday,18
215.0,3115,Thursday,19
173.0,3116,Thursday,20
128.0,3117,Thursday,21
87.0,3118,Thursday,22
43.0,3119,Thursday,23
51.0,3120,Friday,0
40.0,3121,Friday,1
18.0,3122,Friday,2
9.0,3123,Friday,3
22.0,3124,Friday,4
44.0,3125,Friday,5
13.0,3126,Friday,6
33.0,3127,Friday,7
67.0,3128,Friday,8
113.0,3129,Friday,9
154.0,3130,Friday,10
170.0,3131,Friday,11
154.0,3132,Friday,12
113.0,3133,Friday,13
74.0,3134,Friday,14
46.0,3135,Friday,15
289.0,3136,Friday,16
275.0,3137,Friday,17
238.0,3138,Friday,18
187.0,3139,Friday,19
132.0,3140,Friday,20
86.0,3141,Friday,21
50.0,3142,Friday,22
21.0,3143,Friday,23
51.0,3144,Saturday,0
39.0,3145,Saturday,1
18.0,3146,Saturday,2
8.0,3147,Saturday,3
23.0,3148,Saturday,4
44.0,3149,Saturday,5
158.0,3150,Saturday,6
204.0,3151,Saturday,7
158.0,3152,Saturday,8
74.0,3153,Saturday,9
21.0,3154,Saturday,10
4.0,3155,Saturday,11
-0.0,3156,Saturday,12
0.0,3157,Saturday,13
-0.0,3158,Saturday,14
-0.0,3159,Saturday,15
72.0,3160,Saturday,16
33.0,3161,Saturday,17
13.0,3162,Saturday,18
4.0,3163,Saturday,19
1.0,3164,Saturday,20
0.0,3165,Saturday,21
-0.0,3166,Saturday,22
0.0,3167,Saturday,23
59.0,3168,Sunday,0
46.0,3169,Sunday,1
20.0,3170,Sunday,2
9.0,3171,Sunday,3
25.0,3172,Sunday,4
51.0,3173,Sunday,5
10.0,3174,Sunday,6
25.0,3175,Sunday,7
55.0,3176,Sunday,8
101.0,3177,Sunday,9
156.0,3178,Sunday,10
203.0,3179,Sunday,11
221.0,3180,Sunday,12
204.0,3181,Sunday,13
172.0,3182,Sunday,14
142.0,3183,Sunday,15
255.0,3184,Sunday,16
304.0,3185,Sunday,17
337.0,3186,Sunday,18
349.0,3187,Sunday,19
337.0,3188,Sunday,20
304.0,3189,Sunday,21
255.0,3190,Sunday,22
160.0,3191,Sunday,23
100.0,3192,Monday,0
77.0,3193,Monday,1
52.0,3194,Monday,2
20.0,3195,Monday,3
11.0,3196,Monday,4
30.0,3197,Monday,5
64.0,3198,Monday,6
93.0,3199,Monday,7
50.0,3200,Monday,8
92.0,3201,Monday,9
142.0,3202,Monday,10
184.0,3203,Monday,11
200.0,3204,Monday,12
184.0,3205,Monday,13
156.0,3206,Monday,14
128.0,3207,Monday,15
241.0,3208,Monday,16
270.0,3209,Monday,17
280.0,3210,Monday,18
269.0,3211,Monday,19
240.0,3212,Monday,20
198.0,3213,Monday,21
152.0,3214,Monday,22
85.0,3215,Monday,23
105.0,3216,Tuesday,0
81.0,3217,Tuesday,1
54.0,3218,Tuesday,2
21.0,3219,Tuesday,3
11.0,3220,Tuesday,4
31.0,3221,Tuesday,5
68.0,3222,Tuesday,6
98.0,3223,Tuesday,7
45.0,3224,Tuesday,8
82.0,3225,Tuesday,9
127.0,3226,Tuesday,10
